Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,CLX,0,0,0,0,17020000000.0,20020000000.0,37.27,25.77,6.22,2.42,42.55,2.82,22.39,6.44,9.12,6.35,61.69,7110000000.0,57.63,1.6,3200000000.0,863000000.0,458000000.0,3.71,,304000000.0,2.47,3240000000.0,563.02,0.71,3.25,834000000.0,373250000.0,0.17,142.26,154.94,1450000.0,123080000.0,122760000.0,0.83,79.87,7430000.0,5.69,6.9,6350000.0
0,0,CMA,0,0,0,0,9940000000.0,,10.42,10.66,3.95,3.48,1.5,,,31.8,41.62,1.15,13.26,3170000000.0,23.86,-20.6,3350000000.0,,979000000.0,7.29,-46.0,15050000000.0,115.1,2980000000.0,,,50.81,-235000000.0,,1.35,78.62,86.36,1450000.0,130759999.99999999,130220000.0,0.6,81.85,2400000.0,1.76,2.09,2530000.0
0,0,CMCSA,0,0,0,0,178440000000.0,264120000000.0,12.81,11.16,0.83,1.53,1.88,2.2,7.01,11.96,17.76,4.83,14.67,120190000000.0,26.33,14.0,77940000000.0,35340000000.0,14380000000.0,3.11,6.6,8880000000.0,1.98,99730000000.0,103.34,0.86,21.13,28650000000.0,12690000000.0,0.97,41.6,48.19,24550000.0,4470000000.0,4440000000.0,0.67,85.14,75150000.0,3.54,1.69,69740000.0
0,0,CME,0,0,0,0,75280000000.0,76560000000.0,27.41,26.6,5.8,15.72,2.71,16.01,18.74,58.1,57.38,0.93,10.22,4770000000.0,13.31,7.4,4680000000.0,3120000000.0,2740000000.0,7.64,23.8,2160000000.0,6.0,4000000000.0,14.42,1.01,77.34,2600000000.0,3030000000.0,0.48,204.89,220.54,1600000.0,359420000.0,358080000.0,0.44,88.95,3270000.0,1.93,0.91,3240000.0
0,0,CMG,0,0,0,0,36040000000.0,38740000000.0,53.61,39.37,1.29,4.68,16.89,4.95,34.75,8.74,10.95,8.49,32.34,7830000000.0,278.39,16.0,2900000000.0,1120000000.0,684180000.0,24.03,24.5,856240000.0,30.62,3550000000.0,166.57,1.32,76.26,1260000000.0,635200000.0,1.29,1343.2,1572.74,27960000.0,27960000.0,27760000.0,0.64,95.05,1060000.0,4.31,3.8,
0,0,CMI,0,0,0,0,27570000000.0,29340000000.0,14.52,11.03,1.31,1.16,3.27,1.21,8.89,8.0,9.41,6.07,21.49,24310000000.0,169.55,4.8,5700000000.0,2940000000.0,1950000000.0,13.46,-30.7,2800000000.0,19.87,4650000000.0,49.7,1.68,59.79,2080000000.0,923500000.0,1.02,200.36,215.35,141100000.0,141100000.0,140370000.0,0.41,84.78,2040000.0,2.46,1.45,1970000.0
0,0,CMS,0,0,0,0,19200000000.0,31230000000.0,24.61,22.99,3.45,2.49,2.8,4.06,12.62,17.65,17.4,2.86,11.1,7690000000.0,26.59,17.9,2650000000.0,2320000000.0,778000000.0,2.69,1.1,446000000.0,1.54,12470000000.0,168.44,1.36,22.85,1690000000.0,-438120000.0,0.26,68.27,64.85,1930000.0,290130000.0,288790000.0,0.39,95.04,4179999.9999999995,2.24,1.64,4650000.0
0,0,CNP,0,0,0,0,18250000000.0,32070000000.0,21.47,21.14,3.33,2.07,1.99,3.74,10.53,19.3,16.32,2.46,9.85,8570000000.0,13.99,8.5,3210000000.0,2510000000.0,863000000.0,1.35,46.3,884000000.0,1.4,13900000000.0,139.7,0.91,14.55,2280000000.0,-2340000000.0,0.88,30.45,28.31,5020000.0,629450000.0,628220000.0,0.13,92.26,9590000.0,2.11,1.72,8730000.0
0,0,CNX,0,0,0,0,3360000000.0,5620000000.0,,,,1.32,1.31,2.03,-4.09,-55.11,-68.41,-14.47,-42.93,2760000000.0,13.07,85.2,1870000000.0,-1380000000.0,-1520000000.0,-7.21,,13340000.0,0.07,2280000000.0,88.8,0.2,13.17,1040000000.0,56840000.0,1.26,20.15,16.76,3510000.0,195030000.0,192970000.0,2.9,97.68,29600000.0,8.27,21.73,28830000.0
0,0,COF,0,0,0,0,43080000000.0,,4.29,5.32,,1.5,0.76,,,35.91,46.22,2.67,19.52,31940000000.0,74.2,-5.5,32380000000.000004,,11050000000.0,25.54,-27.7,30560000000.0,77.76,50530000000.0,,,129.08,10600000000.0,,1.44,119.05,142.02,2780000.0,393050000.0,388530000.0,1.05,91.85,7490000.0,2.94,1.93,6280000.0
0,0,COG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,COH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,COL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,COP,0,0,0,0,123160000000.0,134759999999.99998,9.81,6.61,0.41,2.35,2.5,2.51,4.95,23.42,33.4,12.95,27.83,54900000000.0,41.45,82.8,22940000000.0,25500000000.0,12860000000.0,9.71,486.5,7140000000.0,5.52,18750000000.0,38.09,1.51,38.05,19980000000.0,10750000000.0,1.35,103.44,87.7,8119999.999999999,1290000000.0,1290000000.0,0.1,81.38,17250000.0,2.27,1.33,13640000.0
0,0,COST,0,0,0,0,207580000000.0,204780000000.0,36.9,32.47,3.03,0.96,10.4,0.94,21.24,2.59,3.77,8.47,30.58,217540000000.0,490.52,16.2,25250000000.0,10070000000.0,5650000000.0,12.7,10.9,11830000000.0,26.71,9040000000.0,44.05,1.04,45.07,7830000000.0,3380000000.0,0.7,485.83,511.31,2990000.0,442960000.0,441690000.0,0.21,69.06,4139999.9999999995,1.13,0.94,3950000.0
0,0,COV,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CPB,0,0,0,0,14390000000.0,18950000000.0,15.35,16.58,4.89,1.72,4.24,2.24,10.89,11.23,16.61,7.44,29.7,8449999999.999999,27.95,7.4,2810000000.0,1740000000.0,949000000.0,3.12,17.5,196000000.0,0.65,4990000000.0,147.07,0.69,11.31,1260000000.0,1060000000.0,0.39,47.53,44.21,2620000.0,300580000.0,191550000.0,35.69,52.65,16399999.999999998,5.63,8.49,15460000.0
0,0,CRM,0,0,0,0,170600000000.0,171080000000.0,169.76,36.1,1.8,6.07,2.9,6.12,45.83,3.59,0.96,0.21,1.98,27940000000.0,28.73,24.3,19470000000.0,2680000000.0,1000000000.0,1.03,-94.0,13500000000.0,13.57,14380000000.0,24.42,1.03,59.23,6450000000.0,9310000000.0,1.16,170.87,227.01,8289999.999999999,995000000.0,962880000.0,3.37,79.54,14090000.0,1.42,1.46,13460000.0
0,0,CSC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CSCO,0,0,0,0,181250000000.0,170560000000.0,15.36,12.33,2.2,3.57,4.49,3.31,9.93,23.28,27.5,9.5,29.79,51580000000.0,12.31,0.2,31890000000.0,16070000000.0,12010000000.0,2.85,6.3,20110000000.0,4.86,10500000000.0,25.99,1.49,9.74,14050000000.0,10350000000.0,0.98,46.34,53.96,24630000.0,4139999999.9999995,4139999999.9999995,0.07,75.21,42000000.0,1.45,1.01,33750000.0
0,0,CSX,0,0,0,0,63750000000.0,78530000000.0,16.66,16.08,1.96,4.99,4.84,5.98,10.76,29.98,41.04,8.4,29.85,13120000000.0,5.89,21.3,6640000000.0,6820000000.0,3930000000.0,1.76,21.7,2029999999.9999998,0.94,16809999999.999998,127.41,1.46,6.06,5170000000.0,2770000000.0,1.22,31.92,34.16,16440000.000000002,2170000000.0,2170000000.0,0.22,76.73,26080000.0,1.43,1.2,21790000.0
0,0,CTAS,0,0,0,0,38010000000.0,40960000000.0,32.88,31.25,3.42,5.19,11.54,5.38,21.17,15.88,20.28,11.69,34.01,7620000000.0,73.32,10.3,3310000000.0,1830000000.0,1200000000.0,11.3,22.1,84140000.0,0.82,3080000000.0,93.54,1.02,32.16,1440000000.0,1070000000.0000001,1.47,380.85,402.89,102330000.0,102330000.0,86960000.0,15.04,66.8,1170000.0,2.17,1.34,3.8
0,0,CTL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CTSH,0,0,0,0,36440000000.0,35720000000.0,16.76,15.46,1.11,1.94,3.04,1.89,10.28,11.59,15.15,10.52,19.08,18930000000.0,36.03,9.7,6910000000.0,3410000000.0,2200000000.0,4.17,11.5,2320000000.0,4.45,1610000000.0,13.42,2.22,22.98,2620000000.0,2009999999.9999998,1.11,73.64,81.22,3070000.0,521169999.99999994,520140000.0,0.13,94.53,5140000.0,1.75,0.99,4010000.0
0,0,CTXS,0,0,0,0,12250000000.0,14990000000.0,43.98,17.83,2.22,3.75,18.43,4.59,28.02,8.5,11.71,3.55,60.75,3270000000.0,26.18,6.4,2680000000.0,598060000.0,277680000.0,2.2,-33.1,739120000.0,5.84,3480000000.0,523.58,0.74,5.28,733700000.0,885740000.0,0.04,98.97,97.91,1160000.0,126580000.0,125450000.0,0.8,93.59,4990000.0,4.22,5.04,5230000.0
0,0,CVC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CVS,0,0,0,0,123970000000.0,188540000000.0,15.73,11.31,1.56,0.42,1.68,0.63,10.92,2.68,4.77,3.86,10.99,298770000000.0,226.55,11.4,50850000000.0,18700000000.0,8000000000.0,6.01,4.0,11340000000.0,8.65,75920000000.0,102.39,0.88,56.53,18940000000.0,14440000000.0,0.77,96.01,97.54,5410000.0,1310000000.0,1310000000.0,0.34,80.19,15030000.0,3.06,1.15,12970000.0
0,0,CVX,0,0,0,0,289950000000.0,307580000000.0,13.87,9.71,3.68,1.61,1.98,1.74,6.59,11.6,12.22,5.51,14.69,176840000000.0,92.03,68.3,66230000000.00001,38520000000.0,20510000000.0,10.64,354.5,11700000000.0,5.96,29330000000.0,19.94,1.43,74.42,33049999999.999996,21070000000.0,1.08,164.11,138.25,11060000.0,1960000000.0,1800000000.0,0.07,71.63,19220000.0,1.78,0.98,21080000.0
0,0,D,0,0,0,0,63780000000.0,106880000000.0,27.98,19.08,2.75,4.46,2.48,7.44,17.32,20.81,30.13,2.74,8.74,14370000000.0,17.77,10.6,6810000000.0,7190000000.0,2280000000.0,2.81,-29.5,497000000.0,0.61,42120000000.0,153.05,0.79,31.74,3710000000.0,-4269999999.9999995,0.42,81.38,79.06,3570000.0,811270000.0,809900000.0,0.14,70.71,5750000.0,1.57,0.71,10180000.0
0,0,DAL,0,0,0,0,19510000000.0,43060000000.0,37.58,10.49,0.12,0.56,6.52,1.23,22.6,1.47,-2.21,-0.66,29.77,35100000000.0,55.16,125.3,1720000000.0,934000000.0,517000000.0,0.83,,9960000000.0,15.6,34600000000.0,1156.8,0.65,4.69,4340000000.0,-443620000.0,1.05,37.5,39.16,15140000.0,641060000.0,635480000.0,0.32,66.1,21410000.0,1.58,3.76,16579999.999999998
0,0,DD,0,0,0,0,29280000000.0,38640000000.0,19.13,17.18,1.58,1.77,1.12,2.29,9.67,9.23,15.89,3.6,6.05,16910000000.0,32.55,8.5,5850000000.0,4120000000.0,1590000000.0,3.01,-91.0,1670000000.0,3.29,11460000000.0,42.79,2.82,51.47,2109999999.9999998,-5870000000.0,1.18,63.65,72.63,3070000.0,508530000.0,507090000.0,0.08,74.77,7280000.0,2.48,1.43,6400000.0
0,0,DDS,0,0,0,0,4450000000.0,4190000000.0000005,5.25,16.39,,0.72,2.94,0.61,2.88,13.83,18.0,21.69,62.64,6910000000.0,350.37,21.0,2880000000.0,1440000000.0,955320000.0,48.31,58.7,862170000.0,49.2,605930000.0,40.07,1.78,86.3,1340000000.0,1030000000.0,0.76,288.68,265.79,13540000.0,13540000.0,9150000.0,29.63,83.69,1950000.0,6.93,54.44,1530000.0
0,0,DE,0,0,0,0,96380000000.0,140680000000.0,16.46,13.42,1.24,2.16,5.1,3.1,15.15,13.02,17.6,6.17,34.91,45720000000.0,148.24,10.9,12190000000.0,8870000000.0,5950000000.0,19.16,17.2,3170000000.0,10.37,49530000000.0,260.61,2.07,61.85,4179999999.9999995,526250000.0,1.03,352.5,364.84,1850000.0,305640000.0,278710000.0,0.14,80.59,2640000.0,1.28,0.87,2430000.0
0,0,DELL,0,0,0,0,36190000000.0,57620000000.0,7.21,6.9,1.08,0.37,,0.55,4.86,5.49,4.99,3.11,171.79,104720000000.0,137.57,15.6,21890000000.0,9000000000.0,5360000000.0,6.79,20.9,6650000000.0,9.0,28080000000.0,,0.78,-3.3,7800000000.0,-13000000.0,0.94,46.98,52.86,4700000.0,265690000.0,257760000.0,2.99,87.36,8500000.0,1.54,3.78,8900000.0
0,0,DF,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DFS,0,0,0,0,27710000000.0,,5.8,6.71,,2.38,2.24,,,44.5,59.26,4.61,39.85,11460000000.0,38.9,-13.0,11370000000.0,,5010000000.0,17.01,-22.0,9620000000.0,34.26,17129999999.999998,127.54,1.23,44.05,6250000000.0,,1.45,105.34,114.86,1860000.0,280960000.0,279490000.0,0.6,85.83,4850000.0,2.48,1.98,4340000.0
0,0,DG,0,0,0,0,55290000000.0,69970000000.0,24.96,21.14,1.92,1.64,9.27,2.02,18.82,6.58,8.85,7.33,37.25,34570000000.0,149.18,4.2,10810000000.0,3720000000.0,2270000000.0,9.76,-18.5,335610000.0,1.48,15010000000.0,251.82,0.97,26.26,2610000000.0,1070000000.0000001,0.52,231.35,222.13,2120000.0,227000000.0,223980000.0,0.32,97.32,4420000.0,1.72,1.95,5240000.0
0,0,DGX,0,0,0,0,16260000000.000002,20210000000.0,9.23,14.81,1.23,3.28,2.55,1.89,6.76,17.61,21.44,10.46,29.38,10680000000.0,87.89,-4.0,4240000000.0,2700000000.0,1870000000.0,15.01,-24.3,712000000.0,6.07,4660000000.0,71.82,1.46,54.5,1980000000.0,1440000000.0,1.04,136.26,143.16,1020000.0,117360000.0,116530000.0,0.67,94.78,4880000.0,4.7,4.72,4740000.0
0,0,DHI,0,0,0,0,23930000000.0,27880000000.0,4.88,4.41,0.78,0.81,1.43,0.92,4.25,16.53,21.53,17.15,33.23,30450000000.0,85.36,24.1,7440000000.0,6620000000.0,5030000000.0,13.94,54.5,1560000000.0,4.44,5710000000.0,33.37,5.34,47.66,-145300000.0,-1750000000.0,1.58,69.56,84.65,4040000.0,352030000.0,350180000.0,11.82,82.86,11660000.0,3.01,4.73,9130000.0
0,0,DHR,0,0,0,0,186430000000.0,207760000000.0,30.1,24.88,4.04,6.24,4.33,6.86,20.61,21.32,27.28,6.5,14.68,30280000000.0,42.33,12.1,18060000000.0,10490000000.0,6210000000.0,8.52,1.4,3720000000.0,5.19,22880000000.0,49.35,1.68,60.18,8460000000.000001,5650000000.0,0.84,252.96,286.31,2700000.0,727080000.0,643440000.0,11.08,80.13,3990000.0,1.65,0.62,4530000.0
0,0,DIS,0,0,0,0,175970000000.0,214720000000.0,65.28,17.15,0.57,2.31,1.94,2.8,20.19,3.46,7.42,1.76,3.13,76620000000.0,42.12,23.3,22290000000.0,10780000000.0,2700000000.0,1.51,-47.8,13270000000.0,7.29,52020000000.0,50.02,1.06,50.27,5660000000.0,6040000000.0,1.22,105.23,141.07,13530000.0,1820000000.0,1820000000.0,0.15,64.87,23270000.0,1.97,1.28,20220000.0
0,0,DISCA,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DKS,0,0,0,0,6230000000.0,8500000000.0,5.98,7.12,,0.71,2.84,0.7,3.78,11.75,15.96,13.94,59.19,12070000000.0,149.0,-7.5,4710000000.0,2250000000.0,1420000000.0,12.93,-28.0,2250000000.0,27.96,4520000000.0,205.93,1.88,28.13,1110000000.0,634990000.0,1.64,84.86,107.56,2640000.0,56910000.0,54180000.0,4.66,112.64,14400000.0,3.22,37.97,11740000.0
0,0,DLPH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DLTR,0,0,0,0,34490000000.0,43180000000.0,23.37,19.23,1.04,1.3,4.18,1.61,15.67,5.57,7.71,5.93,19.03,26740000000.0,118.38,6.5,7750000000.0,2790000000.0,1490000000.0,6.59,43.2,1220000000.0,5.43,9910000000.0,120.28,1.46,36.55,1410000000.0,83290000.0,0.7,156.72,137.5,2530000.0,224560000.0,221550000.0,1.29,101.42,4590000.0,1.46,2.45,3480000.0
0,0,DLX,0,0,0,0,981900000.0,2700000000.0,20.76,,,0.46,1.7,1.26,8.79,2.24,9.97,5.5,8.46,2140000000.0000002,50.2,26.0,1140000000.0,332540000.0,47950000.0,1.1,-60.3,44460000.0,1.03,1760000000.0,304.0,0.92,13.48,205500000.0,205730000.0,1.45,24.31,31.01,42990000.0,42990000.0,42530000.0,0.92,94.34,2850000.0,13.69,9.08,3250000.0
0,0,DNB,0,0,0,0,6550000000.0,10130000000.0,,13.09,,2.94,1.8,4.61,13.17,-3.55,10.46,1.45,-1.96,2200000000.0,5.12,6.2,1500000000.0,726400000.0,-78000000.0,-0.18,,258200000.0,0.6,3800000000.0,102.37,0.75,8.39,474300000.0,523250000.0,,15.78,17.86,1510000.0,434080000.0,209140000.0,10.23,87.48,7930000.0,5.29,3.16,7960000.0
0,0,DNR,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DO,0,0,0,0,681510000.0,1090000000.0,,,,,,,,-280.33,-12.32,-1.61,-153.64,646390000.0,6.32,22.6,136330000.0,33940000.0,-1810000000.0,-17.71,,53770000.0,0.54,460160000.0,62.37,1.09,7.37,-22890000.0,-97800000.0,,7.53,7.45,2410000.0,100080000.0,89280000.0,1.19,73.34,3380000.0,1.31,,1620000.0
0,0,DOV,0,0,0,0,17740000000.0,20550000000.0,16.0,14.35,1.1,2.21,4.1,2.54,11.49,13.81,16.09,8.23,28.54,8090000000.0,56.19,9.9,2980000000.0,1600000000.0,1120000000.0,7.69,-2.8,289980000.0,2.01,3100000000.0,71.49,1.44,30.03,962360000.0,576970000.0,1.4,130.59,156.56,1030000.0,144160000.0,143490000.0,1.11,94.82,1430000.0,1.66,1.13,1950000.0
0,0,DOW,0,0,0,0,38020000000.0,50830000000.0,5.69,6.65,,0.67,2.01,0.87,4.08,11.81,15.65,9.22,40.9,58350000000.0,78.74,28.5,10780000000.0,11920000000.0,6850000000.0,9.17,58.3,3390000000.0,4.66,15970000000.0,82.19,1.7,25.93,8900000000.0,4200000000.0,1.3,63.81,60.23,5880000.0,728100000.0,726610000.0,0.14,66.29,15060000.0,2.82,2.07,13820000.0
0,0,DPS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DRI,0,0,0,0,14200000000.0,18440000000.0,15.39,14.66,1.14,1.53,6.46,1.91,12.06,9.89,12.05,6.97,38.1,9630000000.0,75.35,14.2,2000000000.0,1530000000.0,954700000.0,7.4,-23.6,420600000.0,3.38,5890000000.0,267.9,0.64,17.67,1260000000.0,793090000.0,1.32,123.21,137.81,1240000.0,124730000.0,123800000.0,0.41,91.87,5250000.0,4.46,4.75,4790000.0
0,0,DSW,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DTE,0,0,0,0,24260000000.0,42710000000.0,27.95,21.01,3.41,1.52,2.74,2.68,15.08,5.66,10.29,2.36,8.0,15960000000.0,82.8,27.8,3340000000.0,2690000000.0,873000000.0,4.48,-0.8,150000000.0,0.77,18600000000.0,209.79,0.64,45.75,2820000000.0,-1630000000.0,0.62,128.77,121.72,1050000.0,193740000.0,192220000.0,0.65,74.6,2190000.0,2.03,1.28,2580000.0
0,0,DTV,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,DUK,0,0,0,0,80990000000.0,152510000000.0,22.1,19.34,3.49,3.1,1.71,5.85,13.11,14.7,22.94,2.2,6.84,25660000000.0,33.36,16.0,12210000000.0,11640000000.0,3660000000.0,4.76,-13.6,947000000.0,1.23,70420000000.0,137.41,0.72,61.67,8000000000.0,-3500000000.0,0.34,108.82,104.7,2930000.0,769900000.0,768630000.0,0.1,63.49,6690000.0,2.27,0.87,6300000.0
0,0,DVA,0,0,0,0,7520000000.0,19060000000.0,9.43,10.11,0.98,0.73,8.91,1.64,7.99,7.77,14.35,6.0,43.38,11620000000.0,113.82,-0.1,3650000000.0,2360000000.0,903170000.0,8.75,-31.7,346910000.0,3.67,11890000000.0,493.73,1.29,8.86,2100000000.0,1290000000.0,1.14,96.31,107.62,1920000.0,94600000.0,93470000.0,2.92,88.88,4220000.0,4.8,7.27,2980000.0
0,0,DVN,0,0,0,0,38140000000.0,42390000000.0,10.8,7.04,0.76,2.76,4.1,3.03,6.28,24.03,29.73,13.14,40.31,14940000000.0,22.47,74.0,7410000000.0,6650000000.0,3540000000.0,5.35,364.3,2460000000.0,3.73,6740000000.0,71.49,1.33,14.08,6140000000.0,3100000000.0,2.59,66.08,52.38,12410000.0,660000000.0,655160000.0,0.79,84.94,15490000.0,1.36,2.67,16790000.0
0,0,EA,0,0,0,0,34320000000.0,33220000000.0,44.52,17.06,20.56,5.03,4.5,4.75,20.44,11.29,17.11,5.52,10.2,6990000000.0,24.62,35.6,5140000000.0,1630000000.0,789000000.0,2.76,196.1,3060000000.0,10.94,2230000000.0,29.26,1.18,27.23,1900000000.0,1790000000.0,0.81,128.31,130.81,2760000.0,279310000.0,264589999.99999997,0.52,93.24,4550000.0,1.58,1.63,3820000.0
0,0,EBAY,0,0,0,0,24850000000.0,28250000000.0,,11.26,2.33,2.75,3.52,2.75,-22.58,113.26,27.04,8.32,-30.58,10260000000.0,16.33,-5.9,7770000000.0,3260000000.0,-1660000000.0,18.5,,5570000000.0,9.95,8960000000.0,127.02,1.48,12.35,2230000000.0,2710000000.0,1.15,46.96,60.21,7230000.0,559840000.0,558080000.0,0.87,92.32,22780000.0,3.16,4.07,21050000.0
0,0,ECL,0,0,0,0,44820000000.0,53870000000.0,40.86,30.4,2.76,3.46,6.33,4.11,21.84,8.45,14.27,5.96,16.72,13110000000.0,45.8,13.2,5210000000.0,2730000000.0,1110000000.0,3.84,-11.2,99400000.0,0.35,9150000000.0,128.73,1.27,24.79,1940000000.0,1080000000.0,1.05,161.93,194.75,1260000.0,285660000.0,253520000.0,1.01,89.87,2009999.9999999998,1.79,0.81,2480000.0
0,0,ECYT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ED,0,0,0,0,33350000000.0,58410000000.0,21.74,20.92,3.29,2.36,1.64,4.15,12.73,10.88,19.53,2.72,6.65,14060000000.0,40.01,10.4,7670000000.0,4810000000.0,1530000000.0,4.33,43.7,108000000.0,0.31,25190000000.0,122.13,1.01,57.56,2920000000.0,-1000000000.0,0.22,94.72,85.95,1850000.0,354300000.0,353860000.0,0.12,67.44,7110000.0,3.85,2.66,6220000.0
0,0,EFX,0,0,0,0,22620000000.0,28240000000.0,29.93,22.57,1.72,4.51,5.9,5.57,17.17,15.06,22.94,6.91,21.32,5070000000.0,41.59,12.4,2940000000.0,1680000000.0,764400000.0,6.18,10.0,200900000.0,1.64,5810000000.0,150.97,0.54,31.35,992900000.0,287140000.0,1.51,194.08,239.54,1080000.0,122330000.0,121820000.0,0.42,96.2,2089999.9999999998,2.57,1.93,2310000.0
0,0,EIX,0,0,0,0,24120000000.0,55850000000.0,41.08,14.08,3.69,1.51,1.75,3.51,14.2,3.67,21.67,2.97,3.35,15910000000.0,41.82,34.1,8710000000.0,5510000000.0,584000000.0,1.54,-67.6,231000000.0,0.61,29980000000.0,170.04,0.63,36.11,731000000.0,-2880000000.0,0.66,66.72,64.57,1860000.0,381200000.0,380760000.0,0.09,89.53,4820000.0,2.61,1.55,4770000.0
0,0,EL,0,0,0,0,93940000000.0,97890000000.0,28.73,31.15,2.67,5.32,15.27,5.4,19.87,18.53,20.74,11.38,53.5,18110000000.0,50.14,9.9,12390000000.0,4480000000.0,3360000000.0,9.15,22.4,3850000000.0,10.76,7790000000.0,110.52,1.75,17.19,2820000000.0,1800000000.0,1.04,249.78,299.12,1700000.0,231800000.0,230240000.0,0.77,90.84,3160000.0,1.82,1.37,2670000.0
0,0,EMC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,EMN,0,0,0,0,11810000000.0,16690000000.000002,15.13,9.29,1.96,1.15,2.0,1.55,9.61,7.59,16.61,7.0,13.44,10780000000.0,80.98,12.7,2500000000.0,2300000000.0,818000000.0,6.06,-14.2,524000000.0,4.07,5370000000.0,89.83,1.57,45.74,1420000000.0,354250000.0,1.44,101.8,110.07,1120000.0,128880000.0,128030000.0,0.51,86.43,1860000.0,1.96,1.66,1570000.0
0,0,EMR,0,0,0,0,49000000000.0,53570000000.0,17.26,15.13,1.41,2.61,4.63,2.83,11.36,15.16,17.74,7.87,29.07,18910000000.0,31.75,8.1,7560000000.0,4130000000.0,2870000000.0,4.78,20.1,6930000000.0,11.67,11500000000.0,108.33,1.68,17.81,2920000000.0,2009999999.9999998,1.42,86.14,92.48,3080000.0,594000000.0,589080000.0,0.75,76.07,5490000.0,1.95,0.93,5050000.0
0,0,EOG,0,0,0,0,66629999999.99999,67940000000.0,15.17,7.25,3.89,2.97,3.09,3.04,7.29,19.46,25.35,9.59,20.69,22490000000.0,38.67,66.7,13030000000.0,9640000000.0,4380000000.0,7.5,-42.4,4010000000.0,6.84,5320000000.0,24.71,1.35,36.78,7750000000.0,3690000000.0,1.66,124.45,106.55,4300000.0,585710000.0,583620000.0,0.4,89.14,9880000.0,2.53,1.69,7060000.0
0,0,EQR,0,0,0,0,27530000000.0,36000000000.0,21.16,57.14,2.21,11.3,2.55,14.29,13.99,53.42,25.19,1.93,12.54,2520000000.0,6.73,9.3,1520000000.0,1500000000.0,1340000000.0,3.46,23.0,41140000.0,0.11,8470000000.000001,73.47,0.23,28.66,1280000000.0,1150000000.0,0.83,76.16,84.31,1820000.0,376040000.0,369730000.0,1.78,94.57,4960000.0,2.63,1.81,4660000.0
0,0,EQT,0,0,0,0,13540000000.0,18580000000.0,,12.69,0.91,1.55,1.65,2.27,-13.11,-32.56,-35.65,-9.05,-30.18,8090000000.0,23.31,120.6,4670000000.0,-1090000000.0,-2630000000.0,-7.59,,16910000.0,0.05,5050000000.0,61.54,0.4,22.19,2280000000.0,2410000000.0,0.95,41.44,28.3,9110000.0,369540000.0,367840000.0,0.48,96.16,23560000.0,2.88,7.53,20250000.0
0,0,ESRX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ESV,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ETFC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
